order_id,product_type,region,sales_rep,units_sold,unit_price,sale_date
6549,Oil-Insulated,East,Carlos,16,7819,2024-06-03
6550,Switchgear,North,Ava,21,14030,2024-05-09
6551,Oil-Insulated,West,John,5,12682,2024-04-20
6552,Oil-Insulated,North,John,7,14255,2024-06-29
6553,Substation,North,Mary,13,11557,2024-03-30
6554,Switchgear,East,Noah,1,11287,2024-02-09
6555,Substation,West,Ava,18,11793,2024-01-02
6556,Oil-Insulated,South,Noah,12,9529,2024-01-30
6557,Switchgear,East,Lisa,8,13010,2024-02-23
6558,Substation,North,Mary,2,13779,2024-01-12
6559,Switchgear,North,Mary,21,10925,2024-02-19
6560,Switchgear,North,Noah,3,11781,2024-01-10
6561,Switchgear,North,John,24,8009,2024-03-27
6562,Padmount,West,John,22,14756,2024-05-01
6563,Oil-Insulated,North,Ava,10,12826,2024-03-03
6564,Three-Phase,West,Mary,12,11708,2024-01-10
6565,Padmount,North,Carlos,9,11587,2024-03-16
6566,Oil-Insulated,East,Lisa,24,12181,2024-02-21
6567,Padmount,East,Lisa,10,13876,2024-02-03
6568,Padmount,West,Ava,14,12093,2024-02-29
6569,Oil-Insulated,West,Carlos,8,10489,2024-05-20
6570,Three-Phase,East,Ava,19,14581,2024-01-24
6571,Three-Phase,East,Ava,9,7592,2024-05-28
6572,Dry-Type,North,Carlos,9,14921,2024-02-01
6573,Substation,East,Noah,16,14732,2024-06-04
6574,Substation,South,Carlos,25,10760,2024-05-14
6575,Dry-Type,South,Ava,10,7602,2024-05-13
6576,Dry-Type,North,John,2,9297,2024-02-29
6577,Three-Phase,West,Lisa,14,12986,2024-02-22
6578,Three-Phase,East,Ava,20,7235,2024-04-20
6579,Substation,North,John,11,14007,2024-02-10
6580,Oil-Insulated,West,Mary,7,10232,2024-02-07
6581,Three-Phase,South,Lisa,19,9432,2024-03-20
6582,Dry-Type,South,Mary,24,7392,2024-03-28
6583,Dry-Type,North,Carlos,24,11841,2024-02-29
6584,Switchgear,East,Mary,7,12588,2024-04-10
6585,Oil-Insulated,East,John,4,10017,2024-02-13
6586,Cast Resin,South,Mary,23,13872,2024-02-18
6587,Padmount,North,Lisa,15,12072,2024-06-27
6588,Oil-Insulated,West,Ava,9,12612,2024-06-10
6589,Cast Resin,North,Mary,2,12616,2024-03-27
6590,Substation,West,Lisa,23,9176,2024-03-16
6591,Dry-Type,South,Mary,5,11812,2024-03-04
6592,Padmount,West,Mary,2,7294,2024-03-10
6593,Padmount,East,John,18,10627,2024-05-07
6594,Cast Resin,West,Mary,24,8961,2024-02-27
6595,Padmount,West,Carlos,13,12731,2024-05-22
6596,Oil-Insulated,East,Mary,20,10647,2024-05-23
6597,Substation,West,John,11,11093,2024-06-16
6598,Three-Phase,West,John,5,14449,2024-02-23
6599,Cast Resin,South,Mary,4,12089,2024-06-22
6600,Cast Resin,West,Ava,22,10444,2024-01-06
6601,Dry-Type,South,Noah,8,14590,2024-04-06
6602,Oil-Insulated,West,Lisa,5,13219,2024-01-17
6603,Switchgear,West,Noah,15,8081,2024-04-23
6604,Cast Resin,North,Noah,8,11548,2024-06-22
6605,Dry-Type,South,Lisa,2,8420,2024-03-14
6606,Three-Phase,North,Ava,5,11628,2024-01-31
6607,Three-Phase,West,Noah,2,9237,2024-02-06
6608,Three-Phase,South,Mary,19,14452,2024-04-11
6609,Switchgear,West,Ava,11,10838,2024-05-14
6610,Substation,East,Lisa,11,12778,2024-04-07
6611,Switchgear,East,John,5,9721,2024-03-31
6612,Cast Resin,West,John,24,9979,2024-06-17
6613,Three-Phase,South,Mary,13,9745,2024-01-26
6614,Padmount,West,Mary,25,10458,2024-05-03
6615,Substation,North,John,16,10529,2024-02-01
6616,Dry-Type,South,Carlos,4,7871,2024-06-06
6617,Dry-Type,South,Carlos,14,8837,2024-05-09
6618,Switchgear,West,John,9,9424,2024-05-18
6619,Switchgear,North,Carlos,6,12734,2024-05-28
6620,Switchgear,West,Ava,2,7459,2024-03-09
6621,Padmount,West,Lisa,19,11347,2024-01-22
6622,Substation,East,Lisa,23,9821,2024-05-16
6623,Substation,East,John,1,11141,2024-02-24
6624,Oil-Insulated,North,John,12,7049,2024-05-19
6625,Cast Resin,West,Carlos,5,12246,2024-02-08
6626,Three-Phase,North,Lisa,10,8040,2024-03-28
6627,Three-Phase,South,Ava,7,13322,2024-04-29
6628,Switchgear,South,Noah,22,8437,2024-04-19
6629,Oil-Insulated,South,Lisa,5,10305,2024-01-20
6630,Cast Resin,West,Mary,25,13642,2024-05-17
6631,Substation,East,Ava,3,13172,2024-02-21
6632,Substation,East,Carlos,17,10373,2024-02-08
6633,Cast Resin,North,Ava,22,8380,2024-01-20
6634,Three-Phase,East,Carlos,1,10329,2024-03-16
6635,Padmount,South,Lisa,24,11182,2024-02-11
6636,Oil-Insulated,South,John,15,11723,2024-04-10
6637,Three-Phase,South,Lisa,7,7935,2024-01-01
6638,Oil-Insulated,South,John,21,10261,2024-02-14
6639,Padmount,West,Noah,14,14842,2024-04-30
6640,Cast Resin,South,John,21,13286,2024-02-10
6641,Dry-Type,West,Ava,15,11332,2024-06-27
6642,Dry-Type,East,Noah,18,7841,2024-03-04
6643,Padmount,South,Noah,16,12318,2024-03-23
6644,Padmount,North,Carlos,5,14202,2024-06-04
6645,Switchgear,West,Lisa,1,11122,2024-03-23
6646,Switchgear,West,Mary,1,13799,2024-04-08
6647,Oil-Insulated,East,Mary,2,11098,2024-04-17
6648,Dry-Type,East,Lisa,12,7759,2024-03-16
6649,Dry-Type,South,Mary,19,7223,2024-03-31
6650,Substation,West,Noah,11,14642,2024-04-27
6651,Substation,South,Ava,20,11489,2024-01-11
6652,Dry-Type,South,Carlos,7,12739,2024-05-01
6653,Dry-Type,West,Carlos,17,8914,2024-02-21
6654,Three-Phase,South,John,15,11952,2024-02-10
6655,Oil-Insulated,South,Carlos,21,7498,2024-06-26
6656,Switchgear,South,Mary,22,8249,2024-02-14
6657,Cast Resin,West,John,18,14237,2024-06-28
6658,Three-Phase,North,Noah,4,14228,2024-05-29
6659,Oil-Insulated,West,Ava,2,13957,2024-06-24
6660,Switchgear,South,Mary,1,10162,2024-05-31
6661,Cast Resin,North,John,3,12858,2024-03-18
6662,Oil-Insulated,West,John,3,8102,2024-06-14
6663,Three-Phase,South,Mary,22,7718,2024-05-18
6664,Cast Resin,North,Carlos,20,13813,2024-02-20
6665,Switchgear,West,John,23,14692,2024-03-29
6666,Dry-Type,South,Carlos,6,9714,2024-05-19
6667,Switchgear,West,Ava,4,10840,2024-01-05
6668,Substation,North,Noah,18,10671,2024-03-10
6669,Oil-Insulated,North,Lisa,4,11833,2024-04-12
6670,Switchgear,East,Ava,11,7594,2024-04-29
6671,Padmount,West,Carlos,10,9475,2024-03-05
6672,Padmount,East,Mary,23,10969,2024-04-26
6673,Oil-Insulated,North,Lisa,3,13042,2024-06-24
6674,Oil-Insulated,North,John,5,9850,2024-06-13
6675,Cast Resin,East,Lisa,13,11795,2024-01-10
6676,Dry-Type,West,Noah,16,9885,2024-06-27
6677,Oil-Insulated,North,Mary,23,8086,2024-01-04
6678,Dry-Type,West,Lisa,15,12844,2024-04-02
6679,Cast Resin,South,Carlos,3,13809,2024-02-26
6680,Padmount,South,Ava,25,14387,2024-03-01
6681,Dry-Type,West,Mary,10,14664,2024-04-09
6682,Three-Phase,North,Mary,21,14830,2024-01-23
6683,Substation,East,Mary,10,11334,2024-06-17
6684,Three-Phase,West,John,24,14985,2024-06-11
6685,Switchgear,South,Mary,25,10447,2024-03-25
6686,Oil-Insulated,West,Mary,2,14367,2024-05-27
6687,Oil-Insulated,South,Noah,23,8002,2024-06-15
6688,Three-Phase,West,Ava,5,8197,2024-06-21
6689,Oil-Insulated,North,Ava,6,12856,2024-01-30
6690,Padmount,West,Lisa,8,8375,2024-01-03
6691,Substation,West,Ava,10,11583,2024-04-26
6692,Oil-Insulated,South,Mary,25,13893,2024-01-06
6693,Substation,South,Lisa,8,11205,2024-01-02
6694,Padmount,South,Ava,25,10506,2024-02-03
6695,Switchgear,North,Ava,12,9498,2024-01-13
6696,Three-Phase,West,Mary,18,12070,2024-02-14
6697,Three-Phase,East,Ava,2,7903,2024-04-01
6698,Oil-Insulated,South,Mary,7,10940,2024-05-21
6699,Dry-Type,North,John,1,12971,2024-03-10
6700,Dry-Type,North,Lisa,24,14306,2024-06-25
6701,Padmount,North,Lisa,11,7427,2024-04-25
6702,Cast Resin,East,Lisa,13,8348,2024-06-25
6703,Three-Phase,West,John,22,11030,2024-03-11
6704,Oil-Insulated,West,Lisa,2,12712,2024-06-01
6705,Switchgear,East,John,17,12270,2024-03-20
6706,Cast Resin,East,Mary,18,7681,2024-03-10
6707,Substation,North,John,15,10097,2024-05-12
6708,Padmount,North,John,5,7086,2024-01-12
6709,Padmount,South,Lisa,15,14334,2024-02-06
6710,Dry-Type,West,John,15,7609,2024-01-03
6711,Substation,North,Ava,1,7309,2024-01-31
6712,Switchgear,West,John,2,7541,2024-05-20
6713,Substation,North,John,21,13471,2024-05-06
6714,Dry-Type,East,Lisa,24,8734,2024-02-12
6715,Three-Phase,East,John,11,7104,2024-01-06
6716,Dry-Type,South,Mary,3,13472,2024-04-19
6717,Dry-Type,South,John,2,12347,2024-02-18
6718,Padmount,East,Lisa,20,8462,2024-02-23
6719,Substation,South,Ava,25,12143,2024-06-15
6720,Padmount,West,Lisa,14,9907,2024-05-25
6721,Three-Phase,South,Mary,9,7817,2024-03-25
6722,Switchgear,North,Lisa,19,13336,2024-03-19
6723,Switchgear,West,Noah,21,14119,2024-02-07
6724,Substation,East,John,22,7774,2024-04-09
6725,Three-Phase,South,Mary,11,7015,2024-06-19
6726,Substation,North,Carlos,2,7050,2024-04-10
6727,Padmount,East,Ava,8,7421,2024-03-13
6728,Dry-Type,North,John,3,12723,2024-04-04
6729,Substation,East,Carlos,11,11549,2024-04-26
6730,Three-Phase,North,Carlos,3,12490,2024-04-18
6731,Padmount,South,Mary,23,12155,2024-05-26
6732,Cast Resin,North,John,8,14582,2024-05-07
6733,Dry-Type,North,Ava,14,10322,2024-01-05
6734,Switchgear,South,Noah,15,8760,2024-05-31
6735,Cast Resin,South,John,12,10805,2024-04-16
6736,Cast Resin,East,Mary,7,13331,2024-03-06
6737,Dry-Type,East,John,19,8904,2024-03-11
6738,Substation,West,Noah,2,11507,2024-03-08
6739,Oil-Insulated,East,Mary,1,13279,2024-02-03
6740,Substation,West,Noah,15,10400,2024-06-27
6741,Substation,East,Lisa,20,9911,2024-04-24
6742,Three-Phase,South,John,8,7466,2024-01-12
6743,Dry-Type,North,Carlos,2,12701,2024-02-17
6744,Oil-Insulated,North,Carlos,19,10100,2024-04-09
6745,Three-Phase,East,Mary,11,10705,2024-04-20
6746,Oil-Insulated,East,Mary,10,9935,2024-01-26
6747,Substation,North,Noah,15,7663,2024-04-07
6748,Dry-Type,North,Carlos,19,13852,2024-05-09
6749,Switchgear,South,John,22,12622,2024-02-23
6750,Substation,East,Carlos,4,8230,2024-04-18
6751,Dry-Type,West,Mary,7,9175,2024-04-20
6752,Padmount,South,John,25,12545,2024-03-21
6753,Cast Resin,North,John,15,11832,2024-03-03
6754,Cast Resin,North,Ava,14,7116,2024-02-03
6755,Dry-Type,North,John,1,9541,2024-03-09
6756,Oil-Insulated,West,Noah,22,11453,2024-04-08
6757,Switchgear,East,Noah,24,14933,2024-02-16
6758,Cast Resin,South,Lisa,17,10155,2024-05-31
6759,Oil-Insulated,South,Ava,20,7142,2024-02-05
6760,Substation,East,Noah,13,7514,2024-05-01
6761,Switchgear,East,Carlos,13,14059,2024-01-03
6762,Cast Resin,West,John,21,10133,2024-01-18
6763,Dry-Type,West,Noah,23,7652,2024-05-28
6764,Three-Phase,North,John,25,14488,2024-05-12
6765,Dry-Type,West,John,10,7899,2024-01-17
6766,Substation,East,Ava,21,10495,2024-01-08
6767,Dry-Type,West,Lisa,5,14258,2024-04-19
6768,Cast Resin,South,John,4,9572,2024-06-10
6769,Cast Resin,West,Mary,19,9288,2024-04-15
6770,Three-Phase,South,Carlos,22,9652,2024-04-18
6771,Three-Phase,West,Ava,2,14808,2024-03-09
6772,Oil-Insulated,South,Ava,3,14356,2024-03-26
6773,Dry-Type,South,Noah,19,8155,2024-04-13
6774,Dry-Type,West,Noah,9,10853,2024-02-27
6775,Three-Phase,East,Mary,20,10318,2024-04-10
6776,Three-Phase,East,Ava,15,10717,2024-02-03
6777,Cast Resin,West,Noah,20,13090,2024-06-25
6778,Oil-Insulated,South,Carlos,10,8952,2024-05-29
6779,Padmount,South,Mary,25,10443,2024-06-05
6780,Oil-Insulated,South,Ava,3,7403,2024-02-27
6781,Switchgear,North,Lisa,21,7013,2024-01-08
6782,Cast Resin,East,Carlos,20,11664,2024-01-05
6783,Substation,South,Lisa,22,12951,2024-03-10
6784,Oil-Insulated,North,Mary,16,13699,2024-05-03
6785,Three-Phase,South,Noah,7,11802,2024-03-10
6786,Three-Phase,East,John,3,10696,2024-05-10
6787,Three-Phase,West,Carlos,23,14207,2024-06-04
6788,Cast Resin,East,John,23,9277,2024-04-08
6789,Oil-Insulated,West,Mary,16,13660,2024-06-04
6790,Dry-Type,South,Mary,21,13584,2024-05-17
6791,Three-Phase,South,Mary,12,14044,2024-06-16
6792,Switchgear,West,Carlos,3,14496,2024-01-04
6793,Three-Phase,North,Noah,20,12217,2024-02-27
6794,Cast Resin,East,John,18,10231,2024-05-26
6795,Cast Resin,South,John,15,14523,2024-03-16
6796,Substation,South,Carlos,2,11589,2024-03-07
6797,Three-Phase,East,Carlos,22,10009,2024-03-09
6798,Padmount,West,Carlos,7,13805,2024-03-09
6799,Three-Phase,South,Lisa,10,12424,2024-02-02
6800,Substation,East,John,7,14595,2024-06-02
6801,Dry-Type,East,John,10,13620,2024-05-16
6802,Substation,West,John,25,7614,2024-04-19
6803,Oil-Insulated,South,Lisa,8,11537,2024-05-24
6804,Dry-Type,North,Carlos,21,12798,2024-04-25
6805,Oil-Insulated,South,Lisa,6,12620,2024-02-20
6806,Oil-Insulated,North,John,1,13634,2024-01-21
6807,Dry-Type,West,Ava,16,11343,2024-04-09
6808,Switchgear,West,Noah,1,13386,2024-06-01
6809,Three-Phase,North,Mary,12,14039,2024-02-13
6810,Cast Resin,South,Carlos,5,9987,2024-06-01
6811,Three-Phase,West,Ava,16,9916,2024-03-14
6812,Substation,North,Noah,11,8880,2024-03-13
6813,Oil-Insulated,North,Mary,24,14814,2024-02-07
6814,Oil-Insulated,South,Mary,10,10872,2024-02-04
6815,Dry-Type,South,Noah,24,9575,2024-05-20
6816,Cast Resin,North,Mary,25,10868,2024-01-05
6817,Padmount,North,John,4,11606,2024-01-16
6818,Oil-Insulated,North,Noah,5,13742,2024-04-20
6819,Switchgear,West,John,24,10869,2024-04-18
6820,Dry-Type,East,John,3,13376,2024-02-16
6821,Switchgear,South,Mary,4,8192,2024-04-17
6822,Cast Resin,East,Noah,13,11598,2024-04-15
6823,Dry-Type,North,Lisa,25,9714,2024-02-26
6824,Three-Phase,West,Mary,19,13661,2024-02-07
6825,Dry-Type,North,Noah,2,11061,2024-03-22
6826,Substation,West,John,20,14001,2024-02-04
6827,Substation,North,Carlos,12,8800,2024-04-14
6828,Cast Resin,West,Lisa,21,9294,2024-03-27
6829,Oil-Insulated,North,Mary,14,10349,2024-04-12
6830,Oil-Insulated,East,Carlos,17,11164,2024-05-12
6831,Three-Phase,West,Noah,19,13580,2024-02-24
6832,Switchgear,West,Carlos,20,9685,2024-04-23
6833,Dry-Type,West,John,5,10354,2024-01-29
6834,Substation,North,Noah,11,7954,2024-02-09
6835,Switchgear,North,John,5,7970,2024-02-09
6836,Cast Resin,West,Lisa,12,7195,2024-01-21
6837,Dry-Type,South,Carlos,16,11967,2024-04-18
6838,Switchgear,South,John,23,12254,2024-03-09
6839,Oil-Insulated,West,Mary,19,9659,2024-06-02
6840,Padmount,East,Mary,7,12541,2024-06-06
6841,Substation,South,John,22,7895,2024-01-23
6842,Three-Phase,West,John,8,13698,2024-06-03
6843,Oil-Insulated,West,Ava,3,8601,2024-04-18
6844,Cast Resin,West,Carlos,9,13011,2024-06-12
6845,Cast Resin,North,Mary,1,14674,2024-06-25
6846,Dry-Type,North,Lisa,23,13613,2024-03-17
6847,Cast Resin,East,Ava,25,12998,2024-01-04
6848,Switchgear,West,Carlos,14,7119,2024-03-31
6849,Dry-Type,West,Noah,9,9087,2024-03-24
6850,Padmount,South,Mary,11,8508,2024-03-13
6851,Padmount,East,Carlos,20,9528,2024-01-18
6852,Three-Phase,West,Noah,5,8729,2024-04-24
6853,Three-Phase,East,Noah,19,14597,2024-05-12
6854,Substation,West,Noah,10,8663,2024-02-23
6855,Cast Resin,West,Carlos,6,8037,2024-05-02
6856,Dry-Type,East,Carlos,8,11930,2024-04-25
6857,Dry-Type,West,Carlos,12,7986,2024-02-02
6858,Dry-Type,West,Noah,8,12874,2024-06-18
6859,Cast Resin,East,Noah,20,7573,2024-02-26
6860,Cast Resin,North,Mary,18,12606,2024-04-10
6861,Three-Phase,North,Noah,24,8830,2024-05-19
6862,Switchgear,South,Noah,15,14083,2024-06-09
6863,Oil-Insulated,South,Ava,18,14319,2024-04-02
6864,Substation,North,Carlos,12,12484,2024-03-19
6865,Cast Resin,East,John,22,11087,2024-01-29
6866,Padmount,East,Mary,21,13862,2024-05-27
6867,Substation,East,Mary,3,12316,2024-02-20
6868,Switchgear,South,Mary,1,14354,2024-04-09
6869,Cast Resin,North,Ava,13,10346,2024-04-03
6870,Oil-Insulated,West,Lisa,6,9202,2024-01-03
6871,Padmount,East,Carlos,10,11744,2024-05-03
6872,Dry-Type,North,Mary,18,12545,2024-03-28
6873,Cast Resin,South,Mary,8,9828,2024-06-05
6874,Three-Phase,West,John,19,11438,2024-01-21
6875,Cast Resin,West,Ava,10,13352,2024-02-13
6876,Switchgear,East,John,3,14722,2024-05-12
6877,Padmount,West,John,12,12746,2024-03-13
6878,Padmount,West,Ava,17,13499,2024-06-28
6879,Dry-Type,East,Ava,8,14234,2024-06-01
6880,Cast Resin,South,Carlos,11,9652,2024-02-12
6881,Oil-Insulated,South,Noah,25,13970,2024-02-14
6882,Oil-Insulated,East,Carlos,10,12290,2024-01-23
6883,Padmount,East,Noah,6,8954,2024-05-01
6884,Switchgear,West,Carlos,21,11189,2024-06-22
6885,Cast Resin,South,Noah,18,7415,2024-03-12
6886,Dry-Type,East,Noah,4,10424,2024-02-15
6887,Oil-Insulated,East,Carlos,14,10689,2024-04-16
6888,Switchgear,South,Ava,15,8715,2024-06-15
6889,Oil-Insulated,North,Noah,16,13568,2024-03-08
6890,Padmount,East,John,19,14531,2024-04-15
6891,Switchgear,East,Carlos,7,10312,2024-03-20
6892,Padmount,West,Mary,7,11245,2024-06-25
6893,Switchgear,North,Ava,22,11376,2024-04-16
6894,Dry-Type,South,John,15,10187,2024-01-15
6895,Oil-Insulated,South,Noah,24,14051,2024-02-02
6896,Oil-Insulated,East,John,6,11581,2024-05-30
6897,Cast Resin,East,Ava,24,9382,2024-03-12
6898,Three-Phase,East,John,19,8724,2024-02-23
6899,Switchgear,East,Mary,4,11627,2024-01-08
6900,Oil-Insulated,East,Noah,17,8214,2024-04-13
6901,Cast Resin,East,Carlos,1,12512,2024-03-01
6902,Oil-Insulated,South,Lisa,22,12575,2024-02-18
6903,Cast Resin,North,John,19,7584,2024-05-18
6904,Switchgear,East,Carlos,13,10603,2024-01-25
6905,Dry-Type,North,Mary,22,8732,2024-05-02
6906,Oil-Insulated,East,Lisa,25,14300,2024-04-05
6907,Cast Resin,West,Lisa,15,14819,2024-06-05
6908,Switchgear,South,Mary,24,9521,2024-03-23
6909,Padmount,North,John,20,10320,2024-04-03
6910,Padmount,West,Mary,18,7921,2024-01-10
6911,Three-Phase,North,Ava,23,14839,2024-06-17
6912,Padmount,South,Lisa,21,13022,2024-06-29
6913,Cast Resin,West,John,23,9608,2024-04-26
6914,Three-Phase,South,Noah,23,14027,2024-01-19
6915,Dry-Type,North,Mary,18,10666,2024-03-21
6916,Dry-Type,North,John,3,12011,2024-02-21
6917,Substation,South,Mary,24,14045,2024-02-04
6918,Cast Resin,North,Mary,8,7076,2024-02-09
6919,Three-Phase,South,Carlos,10,11132,2024-02-09
6920,Three-Phase,East,Mary,22,8018,2024-03-16
6921,Dry-Type,North,Carlos,4,13260,2024-02-19
6922,Dry-Type,West,Carlos,6,12166,2024-06-12
6923,Oil-Insulated,North,Mary,14,10163,2024-05-18
6924,Dry-Type,North,Mary,1,10193,2024-02-20
6925,Oil-Insulated,South,Ava,7,8868,2024-01-27
6926,Cast Resin,West,Carlos,11,9152,2024-04-16
6927,Three-Phase,North,Noah,8,12124,2024-05-10
6928,Substation,West,Lisa,11,12522,2024-05-09
6929,Three-Phase,West,Noah,3,9827,2024-04-26
6930,Oil-Insulated,West,John,7,13604,2024-05-21
6931,Three-Phase,West,Ava,8,10086,2024-05-05
6932,Oil-Insulated,South,Noah,19,13350,2024-03-17
6933,Substation,East,Carlos,21,8241,2024-01-10
6934,Oil-Insulated,North,John,25,8806,2024-05-26
6935,Cast Resin,West,Carlos,1,12734,2024-03-21
6936,Padmount,South,Noah,5,9158,2024-02-11
6937,Dry-Type,West,Ava,17,7832,2024-01-26
6938,Cast Resin,West,Mary,21,11276,2024-06-27
6939,Dry-Type,South,Mary,2,9386,2024-06-17
6940,Three-Phase,North,John,9,9827,2024-01-04
6941,Switchgear,South,John,18,14578,2024-04-20
6942,Oil-Insulated,South,Lisa,14,13415,2024-03-29
6943,Dry-Type,West,Carlos,25,7446,2024-01-29
6944,Three-Phase,West,Mary,23,11108,2024-04-26
6945,Oil-Insulated,West,Lisa,21,11149,2024-05-11
6946,Padmount,West,John,20,12560,2024-04-27
6947,Padmount,West,Ava,13,8349,2024-03-06
6948,Substation,West,John,11,9857,2024-05-21
6949,Three-Phase,North,John,1,10493,2024-06-06
6950,Dry-Type,West,Ava,14,11922,2024-03-10
6951,Oil-Insulated,East,Ava,21,10171,2024-04-19
6952,Dry-Type,South,Noah,15,13032,2024-03-19
6953,Cast Resin,West,Lisa,9,10954,2024-02-29
6954,Switchgear,East,Noah,24,7552,2024-05-28
6955,Switchgear,West,Noah,7,9508,2024-04-22
6956,Substation,West,Mary,2,14186,2024-03-21
6957,Three-Phase,West,Carlos,1,7701,2024-01-18
6958,Dry-Type,West,Mary,2,11389,2024-04-19
6959,Substation,West,Carlos,10,14551,2024-04-26
6960,Cast Resin,West,Ava,25,8927,2024-05-10
6961,Switchgear,West,Mary,17,11916,2024-02-27
6962,Switchgear,South,Mary,5,7183,2024-03-26
6963,Dry-Type,North,Mary,9,10779,2024-05-22
6964,Substation,West,Mary,16,11841,2024-04-21
6965,Padmount,North,Mary,7,7028,2024-02-04
6966,Switchgear,North,Carlos,23,13989,2024-02-22
6967,Oil-Insulated,West,Ava,23,8118,2024-05-11
6968,Oil-Insulated,South,Noah,17,9993,2024-05-31
6969,Dry-Type,West,Lisa,7,12278,2024-03-16
6970,Substation,South,Carlos,21,11995,2024-04-24
6971,Three-Phase,West,Noah,8,10122,2024-03-14
6972,Switchgear,West,John,12,14474,2024-03-24
6973,Substation,West,John,19,13333,2024-02-02
6974,Cast Resin,North,Lisa,22,7243,2024-04-26
6975,Cast Resin,West,John,2,10207,2024-02-19
6976,Padmount,South,Noah,17,13734,2024-06-25
6977,Padmount,North,Carlos,4,9168,2024-05-06
6978,Dry-Type,South,Mary,3,10051,2024-03-23
6979,Switchgear,South,Carlos,18,9889,2024-02-06
6980,Dry-Type,North,John,12,9002,2024-05-19
6981,Three-Phase,West,Ava,9,11151,2024-04-13
6982,Switchgear,East,Lisa,6,13506,2024-05-05
6983,Three-Phase,South,Ava,7,7876,2024-02-11
6984,Switchgear,South,John,20,7419,2024-06-23
6985,Oil-Insulated,East,Ava,25,8253,2024-05-07
6986,Oil-Insulated,South,Mary,19,9336,2024-03-27
6987,Switchgear,North,Mary,6,12432,2024-03-05
6988,Substation,East,John,20,14069,2024-05-02
6989,Cast Resin,South,Ava,23,13066,2024-02-06
6990,Oil-Insulated,South,Carlos,6,8912,2024-06-24
6991,Cast Resin,North,Ava,7,12255,2024-02-17
6992,Oil-Insulated,East,Mary,12,14047,2024-04-15
6993,Padmount,North,Noah,8,12260,2024-04-29
6994,Dry-Type,North,Carlos,13,11366,2024-06-05
6995,Padmount,West,John,15,9365,2024-06-16
6996,Cast Resin,South,Noah,14,14238,2024-06-04
6997,Switchgear,West,John,10,12467,2024-02-07
6998,Padmount,East,Ava,17,13351,2024-05-05
6999,Dry-Type,West,Mary,2,14301,2024-01-05
7000,Switchgear,East,Mary,22,10782,2024-03-25
7001,Substation,East,Lisa,8,13305,2024-01-15
7002,Cast Resin,East,Ava,25,13037,2024-02-24
7003,Three-Phase,West,Noah,19,9797,2024-06-11
7004,Substation,North,Carlos,12,12887,2024-01-26
7005,Padmount,East,Mary,3,13582,2024-05-21
7006,Three-Phase,East,Lisa,16,12990,2024-06-22
7007,Oil-Insulated,West,Lisa,17,14349,2024-02-20
7008,Dry-Type,West,Carlos,4,7251,2024-01-31
7009,Padmount,North,Noah,10,12336,2024-01-22
7010,Switchgear,West,John,10,13383,2024-01-09
7011,Switchgear,North,Lisa,8,14004,2024-03-20
7012,Substation,West,Lisa,14,9737,2024-04-03
7013,Cast Resin,West,Mary,14,14484,2024-02-07
7014,Dry-Type,North,Noah,11,7141,2024-02-19
7015,Oil-Insulated,East,Noah,9,12818,2024-03-29
7016,Switchgear,East,Mary,2,7247,2024-01-23
7017,Cast Resin,East,Carlos,8,9857,2024-02-21
7018,Switchgear,South,Ava,13,10854,2024-04-06
7019,Padmount,South,John,19,7710,2024-01-30
7020,Three-Phase,East,Noah,18,9402,2024-02-29
7021,Oil-Insulated,West,John,13,10610,2024-04-29
7022,Oil-Insulated,West,Lisa,13,12192,2024-06-23
7023,Padmount,North,Mary,16,9506,2024-01-06
7024,Three-Phase,North,John,8,14780,2024-01-22
7025,Substation,West,Ava,13,11396,2024-05-27
7026,Padmount,East,Mary,20,10937,2024-02-18
7027,Substation,West,John,24,13929,2024-05-04
7028,Cast Resin,South,Noah,2,9666,2024-02-18
7029,Substation,East,Mary,5,14629,2024-01-24
7030,Oil-Insulated,South,John,24,14969,2024-04-23
7031,Cast Resin,East,Carlos,22,7969,2024-06-29
7032,Padmount,East,Noah,20,12662,2024-06-24
7033,Cast Resin,East,Carlos,17,8880,2024-04-22
7034,Substation,North,John,12,10619,2024-03-23
7035,Substation,West,John,10,14968,2024-05-17
7036,Oil-Insulated,North,Carlos,20,14447,2024-02-12
7037,Three-Phase,North,John,1,9455,2024-04-06
7038,Three-Phase,West,Noah,19,9636,2024-05-01
7039,Oil-Insulated,West,Mary,6,14612,2024-05-14
7040,Dry-Type,East,Mary,4,10162,2024-03-22
7041,Switchgear,East,Carlos,9,10810,2024-01-06
7042,Dry-Type,East,Mary,10,14637,2024-03-29
7043,Padmount,North,Carlos,22,13712,2024-05-22
7044,Switchgear,North,Ava,25,8172,2024-04-27
7045,Padmount,North,Mary,16,13056,2024-01-09
7046,Dry-Type,East,Lisa,18,11725,2024-05-13
7047,Switchgear,West,Mary,2,12419,2024-01-10
7048,Substation,West,Carlos,18,14293,2024-03-05
7049,Substation,East,Ava,12,10941,2024-01-16
7050,Oil-Insulated,West,Ava,5,12033,2024-05-10
7051,Three-Phase,West,Noah,24,7628,2024-01-24
7052,Switchgear,North,Carlos,18,9134,2024-01-24
7053,Switchgear,North,Mary,1,8624,2024-01-29
7054,Padmount,West,Mary,11,13061,2024-06-25
7055,Oil-Insulated,West,Ava,19,7622,2024-01-23
7056,Padmount,North,Ava,5,10631,2024-03-17
7057,Padmount,South,Ava,21,9654,2024-03-21
